0.02,0.13,1.02,-69.64,1.46,-1.71
0.02,0.13,1.02,-72.94,1.22,-2.5
-0.02,0.06,1.02,-75.13,0.79,-2.99
-0.02,0.06,1.02,-75.13,0.79,-2.99
-0.02,0.06,1.02,-76.42,0.37,-3.17
-0.02,0.06,1.02,-76.42,0.37,-3.17
-0.02,0.06,1.02,-77.33,0.06,-2.87
-0.02,0.06,1.02,-77.33,0.06,-2.87
-0.02,0.06,1.02,-77.76,-0.12,-1.95
-0.02,0.04,1.02,-77.39,-0.49,-1.16
-0.02,0.04,1.02,-77.39,-0.49,-1.16
-0.02,0.04,1.02,-75.93,-0.67,-0.61
-0.02,0.04,1.02,-74.34,-1.04,-0.61
-0.02,0.04,1.02,-74.34,-1.04,-0.61
-0.02,0.04,1.02,-71.78,-1.34,-1.04
-0.02,0.04,1.02,-71.78,-1.34,-1.04
-0.01,-0.04,1.01,-68.48,-1.46,-1.46
-0.01,-0.04,1.01,-64.51,-1.53,-2.14
-0.01,-0.04,1.01,-64.51,-1.53,-2.14
-0.01,-0.04,1.01,-59.63,-1.59,-2.93
-0.01,-0.04,1.01,-59.63,-1.59,-2.93
-0.01,-0.04,1.01,-54.26,-1.22,-3.85
0.01,-0.12,0.98,-47.79,-1.28,-4.82
0.01,-0.12,0.98,-47.79,-1.28,-4.82
0.01,-0.12,0.98,-39.86,-1.53,-5.68
0.01,-0.12,0.98,-31.56,-1.34,-6.77
0.01,-0.12,0.98,-31.56,-1.34,-6.77
0.01,-0.12,0.98,-25.21,-1.1,-7.39
0.01,-0.12,0.98,-25.21,-1.1,-7.39
0.02,-0.14,0.98,-19.84,-0.67,-7.08
0.02,-0.14,0.98,-14.77,-0.73,-6.29
0.02,-0.14,0.98,-14.77,-0.73,-6.29
0.02,-0.14,0.98,-11.23,-1.1,-5
0.02,-0.14,0.98,-11.23,-1.1,-5
0.02,-0.14,0.98,-8.12,-1.46,-3.54
0.01,-0.17,0.99,-2.75,-1.22,-2.5
0.01,-0.17,0.99,-2.75,-1.22,-2.5
0.01,-0.17,0.99,4.58,-0.85,-2.99
0.01,-0.17,0.99,4.58,-0.85,-2.99
0.01,-0.17,0.99,11.11,-0.24,-4.46
0.01,-0.17,0.99,16.78,0.18,-5.92
0.01,-0.17,0.99,16.78,0.18,-5.92
0.02,-0.14,0.97,22.03,0.67,-7.2
0.02,-0.14,0.97,22.03,0.67,-7.2
0.02,-0.14,0.97,26.06,0.98,-7.57
0.02,-0.14,0.97,29.05,1.16,-7.45
0.02,-0.14,0.97,29.05,1.16,-7.45
0.02,-0.14,0.97,32.29,1.65,-7.69
0.02,-0.14,0.97,32.29,1.65,-7.69
0.05,-0.13,0.97,36.68,2.26,-8.61
0.05,-0.13,0.97,36.68,2.26,-8.61
0.05,-0.13,0.97,40.89,2.75,-10.01
0.05,-0.13,0.97,44.31,3.17,-11.35
0.05,-0.13,0.97,44.31,3.17,-11.35
0.05,-0.13,0.97,47,3.85,-12.51
0.05,-0.13,0.97,47,3.85,-12.51
0.04,-0.1,0.96,49.68,4.58,-12.82
0.04,-0.1,0.96,52.31,5.37,-13.31
0.04,-0.1,0.96,52.31,5.37,-13.31
0.04,-0.1,0.96,54.69,5.68,-14.1
0.04,-0.1,0.96,54.69,5.68,-14.1
0.04,-0.1,0.96,57.25,5.98,-14.95
0.02,-0.07,0.97,59.75,6.35,-15.99
0.02,-0.07,0.97,59.75,6.35,-15.99
0.02,-0.07,0.97,61.58,6.53,-17.21
0.02,-0.07,0.97,61.58,6.53,-17.21
0.02,-0.07,0.97,63.23,6.65,-17.88
0.02,-0.07,0.97,63.23,6.65,-17.88
0.02,-0.07,0.97,65.19,6.96,-18.68
0,-0.05,0.99,66.71,7.63,-19.23
0,-0.05,0.99,66.71,7.63,-19.23
0,-0.05,0.99,68.48,8.12,-19.96
0,-0.05,0.99,69.89,8.3,-20.75
0,-0.05,0.99,69.89,8.3,-20.75
0,-0.05,0.99,71.04,8.54,-21.36
0,-0.05,0.99,71.04,8.54,-21.36
0.01,0,0.98,72.02,8.97,-21.67
0.01,0,0.98,72.51,9.34,-21.73
0.01,0,0.98,72.51,9.34,-21.73
0.01,0,0.98,72.69,10.01,-21.42
0.01,0,0.98,72.69,10.01,-21.42
0.01,0,0.98,72.88,10.68,-21.42
0.02,0.06,0.97,72.51,11.23,-21.3
0.02,0.06,0.97,72.51,11.23,-21.3
0.02,0.06,0.97,71.53,11.9,-21.12
0.02,0.06,0.97,71.53,11.9,-21.12
0.02,0.06,0.97,70.01,12.45,-21.3
0.02,0.06,0.97,67.93,13,-21.55
0.02,0.06,0.97,67.93,13,-21.55
0.03,0.11,0.98,65.25,13.43,-21.91
0.03,0.11,0.98,65.25,13.43,-21.91
0.03,0.11,0.98,61.95,13.92,-22.34
0.03,0.11,0.98,58.29,14.53,-22.46
0.03,0.11,0.98,58.29,14.53,-22.46
0.03,0.11,0.98,54.63,15.14,-22.64
0.03,0.11,0.98,54.63,15.14,-22.64
0.05,0.16,1,51.82,14.83,-25.02
0.05,0.16,1,49.68,11.54,-27.16
0.05,0.16,1,49.68,11.54,-27.16
0.05,0.16,1,49.44,9.16,-22.58
0.05,0.16,1,49.44,9.16,-22.58
0.05,0.16,1,48.83,9.16,-13.37
0.05,0.16,1,48.83,9.16,-13.37
0.07,0.36,1.05,46.02,10.01,-6.53
0.07,0.36,1.05,44.37,10.25,-2.38
0.07,0.36,1.05,44.37,10.25,-2.38
0.07,0.36,1.05,45.41,8.91,2.75
0.07,0.36,1.05,45.41,8.91,2.75
0.07,0.36,1.05,43.27,6.77,6.53
0.07,0.36,1.05,43.27,6.77,6.53
0.01,0.33,1.06,36.68,4.46,8.06
0.01,0.33,1.06,36.68,4.46,8.06
0.01,0.33,1.06,28.81,1.34,9.34
0.01,0.33,1.06,19.59,-1.89,11.17
0.01,0.33,1.06,19.59,-1.89,11.17
0.01,0.33,1.06,13.18,-0.49,12.21
0.01,0.33,1.06,13.18,-0.49,12.21
0.13,0.15,1,8.12,4.64,10.5
0.13,0.15,1,8.12,4.64,10.5
0.13,0.15,1,-1.46,9.58,7.02
0.13,0.15,1,-1.46,9.58,7.02
0.13,0.15,1,-12.51,12.51,3.6
0.13,0.15,1,-19.78,15.08,-0.49
0.13,0.15,1,-19.78,15.08,-0.49
0.03,0.11,0.92,-28.32,15.14,-5.74
0.03,0.11,0.92,-28.32,15.14,-5.74
0.03,0.11,0.92,-38.64,15.44,-9.89
0.03,0.11,0.92,-46.51,17.94,-14.22
0.03,0.11,0.92,-46.51,17.94,-14.22
0.03,0.11,0.92,-51.64,17.82,-18.07
0.03,0.11,0.92,-51.64,17.82,-18.07
-0.1,0.19,1.05,-51.15,15.93,-21
-0.1,0.19,1.05,-52.73,10.44,-21.18
-0.1,0.19,1.05,-52.73,10.44,-21.18
-0.1,0.19,1.05,-57.56,4.94,-18.13
-0.1,0.19,1.05,-61.58,2.32,-14.28
-0.1,0.19,1.05,-61.58,2.32,-14.28
-0.02,0.33,1.2,-64.33,5.49,-10.19
-0.02,0.33,1.2,-64.33,5.49,-10.19
-0.02,0.33,1.2,-70.43,9.52,-6.23
-0.02,0.33,1.2,-76.48,9.46,-3.17
-0.02,0.33,1.2,-76.48,9.46,-3.17
-0.02,0.33,1.2,-80.99,7.32,-1.16
-0.02,0.33,1.2,-80.99,7.32,-1.16
-0.12,0.19,0.99,-83.98,2.87,0.24
-0.12,0.19,0.99,-88.44,-0.73,0.43
-0.12,0.19,0.99,-88.44,-0.73,0.43
-0.12,0.19,0.99,-93.69,0.31,-0.98
-0.12,0.19,0.99,-93.69,0.31,-0.98
-0.12,0.19,0.99,-98.69,0.79,-2.62
-0.12,0.19,0.99,-98.69,0.79,-2.62
-0.22,0.09,1.05,-99.43,-0.49,-3.42
-0.22,0.09,1.05,-99.55,-2.62,-3.72
-0.22,0.09,1.05,-99.55,-2.62,-3.72
-0.22,0.09,1.05,-101.38,-3.05,-2.56
-0.22,0.09,1.05,-104.61,-3.23,-1.22
-0.22,0.09,1.05,-104.61,-3.23,-1.22
-0.11,0.12,1.04,-106.57,-3.78,0.31
-0.11,0.12,1.04,-106.57,-3.78,0.31
-0.11,0.12,1.04,-107.91,-4.88,1.77
-0.11,0.12,1.04,-109.99,-5.8,2.62
-0.11,0.12,1.04,-109.99,-5.8,2.62
-0.11,0.12,1.04,-112.61,-6.47,2.32
-0.11,0.12,1.04,-112.61,-6.47,2.32
-0.03,0.01,1.02,-114.26,-6.9,0.43
-0.03,0.01,1.02,-115.36,-7.93,-2.81
-0.03,0.01,1.02,-115.36,-7.93,-2.81
-0.03,0.01,1.02,-116.09,-8.79,-6.71
-0.03,0.01,1.02,-116.27,-9.89,-9.7
-0.03,0.01,1.02,-116.27,-9.89,-9.7
-0.12,-0.13,1.04,-115.66,-10.86,-10.99
-0.12,-0.13,1.04,-114.01,-11.9,-11.29
-0.12,-0.13,1.04,-114.01,-11.9,-11.29
-0.12,-0.13,1.04,-111.51,-12.94,-10.86
-0.12,-0.13,1.04,-109.07,-13.92,-9.64
-0.12,-0.13,1.04,-109.07,-13.92,-9.64
-0.09,-0.08,1.04,-106.26,-14.22,-8.3
-0.09,-0.08,1.04,-102.36,-14.77,-6.84
-0.09,-0.08,1.04,-102.36,-14.77,-6.84
-0.09,-0.08,1.04,-98.21,-15.87,-5
-0.09,-0.08,1.04,-94.67,-16.42,-2.56
-0.09,-0.08,1.04,-94.67,-16.42,-2.56
0,-0.08,1.01,-91.19,-16.11,0.55
0,-0.08,1.01,-91.19,-16.11,0.55
0,-0.08,1.01,-87.95,-15.5,3.11
0,-0.08,1.01,-85.02,-15.08,5.25
0,-0.08,1.01,-85.02,-15.08,5.25
0,-0.08,1.01,-81.54,-14.47,6.35
0.02,-0.14,0.95,-78.19,-13.98,6.59
0.02,-0.14,0.95,-78.19,-13.98,6.59
0.02,-0.14,0.95,-75.13,-13.31,6.23
0.02,-0.14,0.95,-75.13,-13.31,6.23
0.02,-0.14,0.95,-72.57,-12.39,5.31
0.02,-0.14,0.95,-70.07,-11.41,4.39
0.02,-0.14,0.95,-70.07,-11.41,4.39
0.01,-0.23,0.94,-67.81,-10.31,3.36
0.01,-0.23,0.94,-65.43,-9.22,2.08
0.01,-0.23,0.94,-65.43,-9.22,2.08
0.01,-0.23,0.94,-63.05,-8.54,0.55
0.01,-0.23,0.94,-63.05,-8.54,0.55
0.01,-0.23,0.94,-60.12,-7.63,-0.98
0.03,-0.3,0.92,-56.4,-6.65,-2.75
0.03,-0.3,0.92,-56.4,-6.65,-2.75
0.03,-0.3,0.92,-51.57,-5.68,-4.27
0.03,-0.3,0.92,-51.57,-5.68,-4.27
0.03,-0.3,0.92,-45.78,-4.7,-5.37
0.03,-0.3,0.92,-39.49,-3.72,-5.92
0.03,-0.3,0.92,-39.49,-3.72,-5.92
0.04,-0.32,0.9,-33.02,-2.87,-5.8
0.04,-0.32,0.9,-33.02,-2.87,-5.8
0.04,-0.32,0.9,-26.37,-2.01,-5.37
0.04,-0.32,0.9,-19.23,-1.28,-4.94
0.04,-0.32,0.9,-19.23,-1.28,-4.94
0.04,-0.32,0.9,-11.41,-0.67,-4.33
0.04,-0.32,0.9,-11.41,-0.67,-4.33
0.06,-0.3,0.91,-2.99,-0.24,-2.75
0.06,-0.3,0.91,5.25,0.31,-0.61
0.06,-0.3,0.91,5.25,0.31,-0.61
0.06,-0.3,0.91,12.82,0.98,0.98
0.06,-0.3,0.91,12.82,0.98,0.98
0.06,-0.3,0.91,20.2,1.95,1.71
0.06,-0.3,0.91,20.2,1.95,1.71
0.07,-0.29,0.92,27.28,3.05,2.14
0.07,-0.29,0.92,33.75,3.72,1.65
0.07,-0.29,0.92,33.75,3.72,1.65
0.07,-0.29,0.92,39.67,4.33,0.73
0.07,-0.29,0.92,39.67,4.33,0.73
0.07,-0.29,0.92,45.53,5,-0.12
0.07,-0.29,0.92,45.53,5,-0.12
0.04,-0.32,0.91,51.21,5.74,-1.16
0.04,-0.32,0.91,56.15,6.71,-1.53
0.04,-0.32,0.91,56.15,6.71,-1.53
0.04,-0.32,0.91,61.16,7.69,-1.77
0.04,-0.32,0.91,61.16,7.69,-1.77
0.04,-0.32,0.91,65.98,8.67,-1.77
0.04,-0.32,0.91,65.98,8.67,-1.77
0.06,-0.27,0.92,71.47,9.7,-1.4
0.06,-0.27,0.92,76.29,10.62,-0.92
0.06,-0.27,0.92,76.29,10.62,-0.92
0.06,-0.27,0.92,80.44,11.41,-0.37
0.06,-0.27,0.92,80.44,11.41,-0.37
0.06,-0.27,0.92,84.23,12.51,-0.37
0.05,-0.21,0.93,87.59,13.92,-0.43
0.05,-0.21,0.93,87.59,13.92,-0.43
0.05,-0.21,0.93,90.7,14.83,-0.79
0.05,-0.21,0.93,90.7,14.83,-0.79
0.05,-0.21,0.93,93.75,15.99,-0.98
0.05,-0.21,0.93,96.56,16.91,-1.53
0.05,-0.21,0.93,96.56,16.91,-1.53
-0.01,-0.18,0.95,99.37,17.82,-1.83
-0.01,-0.18,0.95,99.37,17.82,-1.83
-0.01,-0.18,0.95,102.05,18.31,-2.01
-0.01,-0.18,0.95,104.25,18.49,-2.14
-0.01,-0.18,0.95,104.25,18.49,-2.14
-0.01,-0.18,0.95,105.9,18.13,-2.44
-0.01,-0.18,0.95,105.9,18.13,-2.44
-0.06,-0.11,1.01,107.12,16.97,-2.44
-0.06,-0.11,1.01,107.85,15.69,-2.26
-0.06,-0.11,1.01,107.85,15.69,-2.26
-0.06,-0.11,1.01,108.22,14.65,-2.08
-0.06,-0.11,1.01,108.76,13.61,-1.65
-0.06,-0.11,1.01,108.76,13.61,-1.65
-0.08,-0.06,1.07,109.31,12.21,-1.1
-0.08,-0.06,1.07,109.68,10.44,-0.55
-0.08,-0.06,1.07,109.68,10.44,-0.55
-0.08,-0.06,1.07,109.37,8.3,-0.06
-0.08,-0.06,1.07,109.37,8.3,-0.06
-0.08,-0.06,1.07,108.15,5.49,0.37
-0.12,0.01,1.08,106.45,3.36,1.16
-0.12,0.01,1.08,106.45,3.36,1.16
-0.12,0.01,1.08,104.55,3.17,1.95
-0.12,0.01,1.08,104.55,3.17,1.95
-0.12,0.01,1.08,103.15,3.17,2.69
-0.12,0.01,1.08,103.15,3.17,2.69
-0.12,0.01,1.08,102.48,1.95,3.6
-0.13,0.07,1.03,102.23,0.73,4.21
-0.13,0.07,1.03,102.23,0.73,4.21
-0.13,0.07,1.03,101.87,0.37,4.58
-0.13,0.07,1.03,101.87,0.37,4.58
-0.13,0.07,1.03,100.95,0.55,4.7
-0.13,0.07,1.03,100.22,0.61,4.58
-0.13,0.07,1.03,100.22,0.61,4.58
-0.04,0.1,0.99,99.85,0.37,4.82
-0.04,0.1,0.99,99.85,0.37,4.82
-0.04,0.1,0.99,98.88,0.61,5
-0.04,0.1,0.99,98.88,0.61,5
-0.04,0.1,0.99,97.17,0.85,5.07
-0.04,0.1,0.99,97.17,0.85,5.07
-0.04,0.1,0.99,95.21,1.1,5.31
0.01,0.08,1.01,92.96,1.28,5.55
0.01,0.08,1.01,92.96,1.28,5.55
0.01,0.08,1.01,91.13,1.4,5.31
0.01,0.08,1.01,91.13,1.4,5.31
0.01,0.08,1.01,89.6,1.65,5.19
0.01,0.08,1.01,89.6,1.65,5.19
0.01,0.08,1.01,88.07,1.95,5
0.01,0.08,1.01,88.07,1.95,5
0.01,0.13,1,86.49,2.14,4.82
0.01,0.13,1,86.49,2.14,4.82
0.01,0.13,1,84.41,2.01,4.76
0.01,0.13,1,81.79,2.08,4.76
0.01,0.13,1,81.79,2.08,4.76
0.01,0.13,1,78.37,2.08,4.76
0.01,0.13,1,78.37,2.08,4.76
0,0.17,1.01,74.77,2.2,4.64
0,0.17,1.01,74.77,2.2,4.64
0,0.17,1.01,71.29,2.26,4.27
0,0.17,1.01,71.29,2.26,4.27
0,0.17,1.01,67.44,2.5,4.03
0,0.17,1.01,67.44,2.5,4.03
0,0.17,1.01,63.72,2.56,4.03
0,0.21,1.01,59.75,2.32,3.97
0,0.21,1.01,59.75,2.32,3.97
0,0.21,1.01,55.05,1.22,3.48
0,0.21,1.01,55.05,1.22,3.48
0,0.21,1.01,49.62,-1.1,2.99
0,0.21,1.01,49.62,-1.1,2.99
0,0.21,1.01,43.33,-0.31,2.56
0,0.21,1.01,36.38,1.1,2.26
-0.05,0.23,1.05,36.38,1.1,2.26
-0.05,0.23,1.05,30.09,0.61,2.62
-0.05,0.23,1.05,30.09,0.61,2.62
-0.05,0.23,1.05,24.6,0.18,2.87
-0.05,0.23,1.05,24.6,0.18,2.87
-0.05,0.23,1.05,18.98,-0.12,3.54
-0.05,0.23,1.05,18.98,-0.12,3.54
-0.06,0.3,0.99,12.08,-0.24,4.09
-0.06,0.3,0.99,4.58,0,3.97
-0.06,0.3,0.99,4.58,0,3.97
-0.06,0.3,0.99,-2.26,0.18,3.17
-0.06,0.3,0.99,-2.26,0.18,3.17
-0.06,0.3,0.99,-9.03,0.37,2.44
-0.06,0.3,0.99,-9.03,0.37,2.44
0,0.29,1.01,-16.42,0.61,1.53
0,0.29,1.01,-16.42,0.61,1.53
0,0.29,1.01,-23.8,0.73,0.73
0,0.29,1.01,-30.94,0.67,0.61
0,0.29,1.01,-30.94,0.67,0.61
0,0.29,1.01,-37.96,0.24,0.49
0,0.29,1.01,-37.96,0.24,0.49
0.03,0.26,1.02,-45.1,0.43,-0.18
0.03,0.26,1.02,-45.1,0.43,-0.18
0.03,0.26,1.02,-52.12,0.55,-1.1
0.03,0.26,1.02,-58.59,0.37,-1.95
0.03,0.26,1.02,-58.59,0.37,-1.95
0.03,0.26,1.02,-64.45,0.61,-2.69
0.03,0.26,1.02,-64.45,0.61,-2.69
0.02,0.23,1.03,-70.43,0.79,-2.81
0.02,0.23,1.03,-70.43,0.79,-2.81
0.02,0.23,1.03,-76.17,0.85,-2.87
0.02,0.23,1.03,-81.54,0.67,-2.69
0.02,0.23,1.03,-81.54,0.67,-2.69
0.02,0.23,1.03,-86.91,0.67,-1.95
0.02,0.23,1.03,-86.91,0.67,-1.95
-0.01,0.22,1.01,-92.29,0.92,-1.65
-0.01,0.22,1.01,-96.86,0.55,-1.28
-0.01,0.22,1.01,-96.86,0.55,-1.28
-0.01,0.22,1.01,-101.14,0.06,-1.4
-0.01,0.22,1.01,-101.14,0.06,-1.4
-0.01,0.22,1.01,-105.35,-0.37,-1.4
-0.06,0.18,1.02,-109.19,-0.49,-1.4
-0.06,0.18,1.02,-109.19,-0.49,-1.4
-0.06,0.18,1.02,-112.61,-0.55,-1.46
-0.06,0.18,1.02,-112.61,-0.55,-1.46
-0.06,0.18,1.02,-115.54,-0.92,-1.77
-0.06,0.18,1.02,-117.68,-1.4,-1.77
-0.06,0.18,1.02,-117.68,-1.4,-1.77
-0.07,0.13,1.01,-119.69,-1.83,-1.71
-0.07,0.13,1.01,-121.83,-2.38,-1.71
-0.07,0.13,1.01,-121.83,-2.38,-1.71
-0.07,0.13,1.01,-124.15,-2.75,-1.65
-0.07,0.13,1.01,-124.15,-2.75,-1.65
-0.07,0.13,1.01,-126.59,-2.75,-1.89
-0.05,0.05,1.02,-128.72,-2.93,-2.2
-0.05,0.05,1.02,-128.72,-2.93,-2.2
-0.05,0.05,1.02,-130.37,-3.11,-2.56
-0.05,0.05,1.02,-131.47,-3.23,-3.11
-0.05,0.05,1.02,-131.47,-3.23,-3.11
-0.05,0.05,1.02,-132.08,-3.36,-3.6
-0.03,-0.02,1.01,-132.51,-3.6,-4.09
-0.03,-0.02,1.01,-132.51,-3.6,-4.09
-0.03,-0.02,1.01,-132.93,-3.66,-5.07
-0.03,-0.02,1.01,-132.93,-3.66,-5.07
-0.03,-0.02,1.01,-133.42,-3.66,-6.41
-0.03,-0.02,1.01,-133.67,-3.48,-7.81
-0.03,-0.02,1.01,-133.67,-3.48,-7.81
-0.03,-0.1,1,-133.79,-3.42,-9.22
-0.03,-0.1,1,-133.42,-3.54,-10.5
-0.03,-0.1,1,-133.42,-3.54,-10.5
-0.03,-0.1,1,-132.51,-3.6,-11.66
-0.03,-0.1,1,-131.23,-3.42,-12.63
-0.03,-0.1,1,-131.23,-3.42,-12.63
-0.03,-0.16,0.99,-129.58,-3.42,-13.31
-0.03,-0.16,0.99,-127.93,-3.17,-13.98
-0.03,-0.16,0.99,-127.93,-3.17,-13.98
-0.03,-0.16,0.99,-125.37,-3.11,-14.4
-0.03,-0.16,0.99,-121.34,-2.99,-14.59
-0.03,-0.16,0.99,-121.34,-2.99,-14.59
-0.02,-0.15,0.98,-115.84,-3.3,-13.31
-0.02,-0.15,0.98,-110.35,-3.36,-10.38
-0.02,-0.15,0.98,-110.35,-3.36,-10.38
-0.02,-0.15,0.98,-105.77,-2.75,-9.03
-0.02,-0.15,0.98,-100.83,-2.26,-7.63
-0.02,-0.15,0.98,-100.83,-2.26,-7.63
-0.01,-0.18,0.96,-95.7,-2.14,-6.59
-0.01,-0.18,0.96,-91.67,-2.62,-6.23
-0.01,-0.18,0.96,-91.67,-2.62,-6.23
-0.01,-0.18,0.96,-88.44,-2.75,-5.92
-0.01,-0.18,0.96,-88.44,-2.75,-5.92
-0.01,-0.18,0.96,-84.41,-2.26,-5.98
-0.03,-0.3,0.94,-79.28,-1.95,-5.98
-0.03,-0.3,0.94,-79.28,-1.95,-5.98
-0.03,-0.3,0.94,-73.73,-2.2,-5.8
-0.03,-0.3,0.94,-68.42,-2.32,-5.8
-0.03,-0.3,0.94,-68.42,-2.32,-5.8
-0.03,-0.3,0.94,-62.5,-2.32,-5.43
-0.03,-0.3,0.94,-62.5,-2.32,-5.43
-0.05,-0.33,0.95,-56.27,-2.14,-5.19
-0.05,-0.33,0.95,-50.05,-2.56,-4.88
-0.05,-0.33,0.95,-50.05,-2.56,-4.88
-0.05,-0.33,0.95,-43.76,-2.99,-4.27
-0.05,-0.33,0.95,-37.23,-3.17,-3.54
-0.05,-0.33,0.95,-37.23,-3.17,-3.54
-0.04,-0.32,0.96,-30.27,-3.3,-2.87
-0.04,-0.32,0.96,-23.25,-3.66,-1.77
-0.04,-0.32,0.96,-23.25,-3.66,-1.77
-0.04,-0.32,0.96,-16.48,-3.78,-1.04
-0.04,-0.32,0.96,-16.48,-3.78,-1.04
-0.04,-0.32,0.96,-9.83,-3.54,-0.12
-0.02,-0.32,0.93,-3.3,-3.11,0.61
-0.02,-0.32,0.93,-3.3,-3.11,0.61
-0.02,-0.32,0.93,3.23,-2.62,1.1
-0.02,-0.32,0.93,3.23,-2.62,1.1
-0.02,-0.32,0.93,9.4,-2.2,1.65
-0.02,-0.32,0.93,15.26,-1.77,2.01
-0.02,-0.32,0.93,15.26,-1.77,2.01
0,-0.33,0.92,20.57,-0.98,2.14
0,-0.33,0.92,20.57,-0.98,2.14
0,-0.33,0.92,25.45,-0.31,2.32
0,-0.33,0.92,30.15,0.37,2.08
0,-0.33,0.92,30.15,0.37,2.08
0,-0.33,0.92,34.73,0.98,1.89
0,-0.33,0.92,34.73,0.98,1.89
0.01,-0.33,0.92,39.12,1.89,1.77
0.01,-0.33,0.92,39.12,1.89,1.77
0.01,-0.33,0.92,43.27,2.5,1.77
0.01,-0.33,0.92,43.27,2.5,1.77
0.01,-0.33,0.92,47.3,3.17,1.65
0.01,-0.33,0.92,51.09,3.97,1.65
0.01,-0.33,0.92,51.09,3.97,1.65
0.01,-0.3,0.93,54.81,4.64,1.53
0.01,-0.3,0.93,54.81,4.64,1.53
0.01,-0.3,0.93,58.47,5.31,1.46
0.01,-0.3,0.93,58.47,5.31,1.46
0.01,-0.3,0.93,62.13,5.86,1.22
0.01,-0.3,0.93,62.13,5.86,1.22
